0,1,2,3,4
03/04/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,500.24"
,ON 02-04-2024,,,
03/04/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,496.74"
,"PAY), ON 02-04-2024",,,
03/04/2024,ALLENS PHARMACY (VIA APPLE,,£ 4.25,"£ -1,495.64"
Date,Description,Money In,Money Out,Balance
02/04/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,491.39"
,ON 01-04-2024,,,
02/04/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,487.89"
,"PAY), ON 01-04-2024",,,
01/04/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,486.79"
,ON 31-03-2024,,,
01/04/2024,TESCO STORES 6611 (VIA APPLE,,£ 3.40,"£ -1,483.29"
,"PAY), ON 31-03-2024",,,
31/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,479.89"
,ON 30-03-2024,,,
31/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,476.39"
,"PAY), ON 30-03-2024",,,
30/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,475.29"
,ON 29-03-2024,,,
29/03/2024,110 TOTAL DENTISTRY (VIA APPLE,,£ 95.00,"£ -1,471.79"
,"PAY), ON 26-03-2024",,,
29/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,376.79"
,ON 28-03-2024,,,
29/03/2024,TRUE CHICKEN LTD (VIA APPLE,,£ 11.28,"£ -1,373.29"
,"PAY), ON 27-03-2024",,,
29/03/2024,TRUE CHICKEN LTD (VIA APPLE,,£ 8.29,"£ -1,362.01"
,"PAY), ON 27-03-2024",,,
29/03/2024,"KFC (VIA APPLE PAY), ON",,£ 8.99,"£ -1,353.72"
,28-03-2024,,,
28/03/2024,MEDI FOOD CENTRE (VIA APPLE,,£ 2.39,"£ -1,344.73"
,"PAY), ON 27-03-2024",,,
28/03/2024,TESCO STORES 2544 (VIA APPLE,,£ 4.15,"£ -1,342.34"
Date,Description,Money In,Money Out,Balance
28/03/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 6.50,"£ -1,338.19"
,ON 27-03-2024,,,
27/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,331.69"
,ON 26-03-2024,,,
27/03/2024,TRUE CHICKEN LTD (VIA APPLE,,£ 9.38,"£ -1,328.19"
,"PAY), ON 25-03-2024",,,
27/03/2024,COOTES PHARMACY LTD (VIA,,£ 2.00,"£ -1,318.81"
,"APPLE PAY), ON 26-03-2024",,,
27/03/2024,ARRANGED OVERDRAFT,,£ 10.26,"£ -1,316.81"
,INTEREST,,,
27/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,306.55"
,"PAY), ON 26-03-2024",,,
27/03/2024,CARD PAYMENT TO NETFLIX.COM,,£ 4.99,"£ -1,305.45"
,ON 26-03-2024,,,
26/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,300.46"
,ON 25-03-2024,,,
26/03/2024,ALLENS PHARMACY (VIA APPLE,,£ 4.75,"£ -1,296.96"
,"PAY), ON 25-03-2024",,,
26/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,292.21"
,"PAY), ON 25-03-2024",,,
25/03/2024,MEDI FOOD CENTRE (VIA APPLE,,£ 2.58,"£ -1,291.11"
,"PAY), ON 25-03-2024",,,
25/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 5.25,"£ -1,288.53"
,ON 24-03-2024,,,
25/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 6.30,"£ -1,283.28"
,"PAY), ON 24-03-2024",,,
24/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 5.25,"£ -1,276.98"
Date,Description,Money In,Money Out,Balance
24/03/2024,TRUE CHICKEN LTD (VIA APPLE,,£ 8.29,"£ -1,271.73"
,"PAY), ON 22-03-2024",,,
24/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 3.40,"£ -1,263.44"
,"PAY), ON 23-03-2024",,,
24/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,260.04"
,ON 22-03-2024,,,
23/03/2024,MEDI FOOD CENTRE (VIA APPLE,,£ 3.29,"£ -1,256.54"
,"PAY), ON 22-03-2024",,,
23/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,253.25"
,"PAY), ON 22-03-2024",,,
22/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,252.15"
,ON 21-03-2024,,,
22/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,248.65"
,"PAY), ON 21-03-2024",,,
21/03/2024,MEDI FOOD CENTRE (VIA APPLE,,£ 2.37,"£ -1,247.55"
,"PAY), ON 20-03-2024",,,
21/03/2024,DURUM OCAKBASI RESTAUR (VIA,,£ 7.50,"£ -1,245.18"
,"APPLE PAY), ON 20-03-2024",,,
21/03/2024,TESCO STORES 2544 (VIA APPLE,,£ 5.60,"£ -1,237.68"
,"PAY), ON 20-03-2024",,,
21/03/2024,"MR TRIMMER (VIA APPLE PAY),",,£ 30.00,"£ -1,232.08"
,ON 20-03-2024,,,
21/03/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.15,"£ -1,202.08"
,ON 20-03-2024,,,
21/03/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 11.70,"£ -1,197.93"
,ON 20-03-2024,,,
20/03/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 1.75,"£ -1,186.23"
Date,Description,Money In,Money Out,Balance
20/03/2024,TRUE CHICKEN LTD (VIA APPLE,,£ 9.28,"£ -1,184.48"
,"PAY), ON 18-03-2024",,,
20/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 1.10,"£ -1,175.20"
,"PAY), ON 19-03-2024",,,
19/03/2024,"APPLE.COM/BILL (VIA APPLE PAY),",,£ 10.99,"£ -1,174.10"
,ON 19-03-2024,,,
19/03/2024,MEDI FOOD CENTRE (VIA APPLE,,£ 1.84,"£ -1,163.11"
,"PAY), ON 18-03-2024",,,
19/03/2024,TESCO STORES 6611 (VIA APPLE,,£ 3.40,"£ -1,161.27"
,"PAY), ON 18-03-2024",,,
17/03/2024,BILL PAYMENT VIA FASTER,,£ 50.00,"£ -1,157.87"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE sorry for the de ,",,,
,MANDATE N,,,
17/03/2024,Third party payment made via,,£ 196.13,"£ -1,107.87"
,Faster Payment to CDER Group Ltd,,,
,Reference OB4711493 Santande,,,
17/03/2024,FASTER PAYMENTS RECEIPT,£ 600.00,,£ -911.74
,REF.Gyuler ilieva FROM Salash,,,
,kitchen,,,
19/02/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,511.74"
,ON 18-02-2024,,,
18/02/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,508.24"
,ON 17-02-2024,,,
18/02/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,504.74"
,ON 16-02-2024,,,
16/02/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,501.24"
,ON 15-02-2024,,,
16/02/2024,,,£ 2.30,"£ -1,497.74"
Date,Description,Money In,Money Out,Balance
,"GREGGS (VIA APPLE PAY), ON",,,
,15-02-2024,,,
16/02/2024,"KFC (VIA APPLE PAY), ON",,£ 7.98,"£ -1,495.44"
,15-02-2024,,,
16/02/2024,"BOOTS,SOUTHGATE (VIA APPLE",,£ 4.40,"£ -1,487.46"
,"PAY), ON 15-02-2024",,,
15/02/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,483.06"
,ON 14-02-2024,,,
14/02/2024,"MCDONALDS 31 (VIA APPLE PAY),",,£ 4.28,"£ -1,479.56"
,ON 13-02-2024,,,
14/02/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.50,"£ -1,475.28"
,ON 13-02-2024,,,
14/02/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.95,"£ -1,471.78"
,ON 13-02-2024,,,
13/02/2024,DICLE FOOD CENTRE (VIA APPLE,,£ 0.99,"£ -1,467.83"
,"PAY), ON 12-02-2024",,,
13/02/2024,TRUE CHICKEN LTD (VIA APPLE,,£ 7.99,"£ -1,466.84"
,"PAY), ON 11-02-2024",,,
13/02/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.85,"£ -1,458.85"
,12-02-2024,,,
13/02/2024,ZETTLE_*FINCHLEY POKE (VIA,,£ 8.36,"£ -1,456.00"
,"APPLE PAY), ON 12-02-2024",,,
13/02/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,447.64"
,ON 12-02-2024,,,
12/02/2024,"TINTICO (VIA APPLE PAY), ON",,£ 4.00,"£ -1,443.39"
,11-02-2024,,,
12/02/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.30,"£ -1,439.39"
Date,Description,Money In,Money Out,Balance
10/02/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.35,"£ -1,436.09"
,ON 10-02-2024,,,
10/02/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 5.20,"£ -1,431.74"
,09-02-2024,,,
10/02/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,426.54"
,ON 10-02-2024,,,
10/02/2024,TESCO STORES 2544 (VIA APPLE,,£ 4.15,"£ -1,422.29"
,"PAY), ON 09-02-2024",,,
10/02/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.90,"£ -1,418.14"
,"PAY), ON 09-02-2024",,,
10/02/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,414.24"
,ON 09-02-2024,,,
09/02/2024,BILL PAYMENT VIA FASTER,,£ 1.00,"£ -1,409.99"
,PAYMENT TO Aziz Ozdemir,,,
,"REFERENCE ttt , MANDATE NO 51",,,
09/02/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.90,"£ -1,408.99"
,"PAY), ON 08-02-2024",,,
08/02/2024,BILL PAYMENT FROM MR MEHMET,£ 100.00,,"£ -1,405.09"
,"SOYLEMEZ, REFERENCE freind",,,
01/02/2024,DICLE FOOD CENTRE (VIA APPLE,,£ 6.52,"£ -1,505.09"
,"PAY), ON 31-01-2024",,,
01/02/2024,CARD PAYMENT TO DICLE FOOD,,£ 4.66,"£ -1,498.57"
,CENTRE ON 31-01-2024,,,
01/02/2024,"PROPER PIZZA (VIA APPLE PAY),",,£ 10.95,"£ -1,493.91"
,ON 31-01-2024,,,
01/02/2024,TESCO STORES 2544 (VIA APPLE,,£ 7.00,"£ -1,482.96"
,"PAY), ON 31-01-2024",,,
31/01/2024,,,£ 4.25,"£ -1,475.96"
Date,Description,Money In,Money Out,Balance
,"COSTA COFFEE (VIA APPLE PAY),",,,
,ON 30-01-2024,,,
30/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 0.65,"£ -1,471.71"
,"PAY), ON 29-01-2024",,,
30/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 5.15,"£ -1,471.06"
,"PAY), ON 29-01-2024",,,
28/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 4.80,"£ -1,465.91"
,"PAY), ON 27-01-2024",,,
28/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,461.11"
,ON 27-01-2024,,,
27/01/2024,DICLE FOOD CENTRE (VIA APPLE,,£ 12.04,"£ -1,456.86"
,"PAY), ON 26-01-2024",,,
27/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.85,"£ -1,444.82"
,26-01-2024,,,
27/01/2024,ARRANGED OVERDRAFT,,£ 13.06,"£ -1,441.97"
,INTEREST,,,
26/01/2024,TURKISH GOBBLE (VIA APPLE,,£ 6.95,"£ -1,428.91"
,"PAY), ON 25-01-2024",,,
26/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,421.96"
,ON 25-01-2024,,,
26/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.65,"£ -1,417.71"
,ON 25-01-2024,,,
26/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.70,"£ -1,415.06"
,ON 25-01-2024,,,
25/01/2024,"MCDONALDS (VIA APPLE PAY), ON",,£ 8.17,"£ -1,413.36"
,24-01-2024,,,
25/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 4.95,"£ -1,405.19"
Date,Description,Money In,Money Out,Balance
25/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.95,"£ -1,400.24"
,24-01-2024,,,
25/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.59,"£ -1,397.29"
,"PAY), ON 24-01-2024",,,
25/01/2024,SQ *CAFE DE NATA - SOH (VIA,,£ 5.90,"£ -1,394.70"
,"APPLE PAY), ON 24-01-2024",,,
25/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,388.80"
,ON 24-01-2024,,,
24/01/2024,"WAITROSE 876 (VIA APPLE PAY),",,£ 3.70,"£ -1,384.55"
,ON 23-01-2024,,,
24/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 14.80,"£ -1,380.85"
,"PAY), ON 23-01-2024",,,
24/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.90,"£ -1,366.05"
,"PAY), ON 23-01-2024",,,
24/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,362.15"
,ON 23-01-2024,,,
23/01/2024,"WAITROSE 876 (VIA APPLE PAY),",,£ 6.60,"£ -1,357.90"
,ON 22-01-2024,,,
23/01/2024,BILL PAYMENT VIA FASTER,,£ 200.00,"£ -1,351.30"
,PAYMENT TO sadettin aygun,,,
,"REFERENCE aziz , MANDATE NO",,,
,50,,,
23/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 9.70,"£ -1,151.30"
,"PAY), ON 22-01-2024",,,
23/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.65,"£ -1,141.60"
,"PAY), ON 22-01-2024",,,
23/01/2024,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.40,"£ -1,137.95"
Date,Description,Money In,Money Out,Balance
22/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.70,"£ -1,134.55"
,ON 21-01-2024,,,
22/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,"£ -1,131.85"
,"PAY), ON 21-01-2024",,,
22/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.75,"£ -1,129.00"
,ON 21-01-2024,,,
22/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,126.25"
,ON 21-01-2024,,,
21/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 1.50,"£ -1,122.00"
,"PAY), ON 20-01-2024",,,
21/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 1.62,"£ -1,120.50"
,"PAY), ON 20-01-2024",,,
21/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,"£ -1,118.88"
,ON 20-01-2024,,,
21/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,116.93"
,ON 20-01-2024,,,
20/01/2024,MCDONALDS 420 (VIA APPLE,,£ 4.28,"£ -1,112.68"
,"PAY), ON 19-01-2024",,,
20/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.85,"£ -1,108.40"
,19-01-2024,,,
20/01/2024,CARD PAYMENT TO THREE ON,,£ 20.00,"£ -1,105.55"
,19-01-2024,,,
20/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 7.50,"£ -1,085.55"
,"PAY), ON 19-01-2024",,,
20/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,078.05"
,ON 19-01-2024,,,
19/01/2024,"THE BOHEMIA (VIA APPLE PAY),",,£ 11.90,"£ -1,073.80"
Date,Description,Money In,Money Out,Balance
19/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,"£ -1,061.90"
,"PAY), ON 18-01-2024",,,
19/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,059.05"
,ON 18-01-2024,,,
18/01/2024,TESCO STORES 2296 (VIA APPLE,,£ 10.00,"£ -1,054.80"
,"PAY), ON 17-01-2024",,,
18/01/2024,MCDONALDS 420 (VIA APPLE,,£ 2.78,"£ -1,044.80"
,"PAY), ON 17-01-2024",,,
18/01/2024,"ALDI 776-048 (VIA APPLE PAY), ON",,£ 2.98,"£ -1,042.02"
,17-01-2024,,,
18/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,"£ -1,039.04"
,17-01-2024,,,
18/01/2024,DICLE FOOD CENTRE (VIA APPLE,,£ 4.44,"£ -1,036.24"
,"PAY), ON 17-01-2024",,,
18/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 5.48,"£ -1,031.80"
,"PAY), ON 17-01-2024",,,
18/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.20,"£ -1,026.32"
,17-01-2024,,,
17/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 4.00,"£ -1,023.12"
,17-01-2024,,,
17/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.40,"£ -1,019.12"
,16-01-2024,,,
17/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,"£ -1,016.72"
,16-01-2024,,,
16/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 1.75,"£ -1,013.92"
,ON 15-01-2024,,,
16/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 4.00,"£ -1,012.17"
Date,Description,Money In,Money Out,Balance
16/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,"£ -1,008.17"
,15-01-2024,,,
16/01/2024,BOULANGERIE JOIE DE VI (VIA,,£ 3.50,"£ -1,005.37"
,"APPLE PAY), ON 15-01-2024",,,
15/01/2024,BILL PAYMENT TO emre uksul,,£ 40.00,"£ -1,001.87"
,REFERENCE books,,,
15/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 3.20,£ -961.87
,14-01-2024,,,
15/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -958.67
,"PAY), ON 14-01-2024",,,
15/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,£ -955.82
,ON 14-01-2024,,,
15/01/2024,BILL PAYMENT VIA FASTER,,£ 150.00,£ -951.57
,PAYMENT TO ONUR ALTUN,,,
,"REFERENCE HAIRCUT , MANDATE",,,
,NO 48,,,
14/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 9.90,£ -801.57
,ON 12-01-2024,,,
14/01/2024,BILL PAYMENT VIA FASTER,,£ 12.00,£ -791.67
,PAYMENT TO Onur Altun,,,
,"REFERENCE haircut , MANDATE",,,
,NO 48,,,
14/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 7.65,£ -779.67
,"PAY), ON 13-01-2024",,,
13/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 11.00,£ -772.02
,12-01-2024,,,
13/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.00,£ -761.02
,12-01-2024,,,
12/01/2024,,,£ 9.99,£ -758.02
Date,Description,Money In,Money Out,Balance
,"APPLE.COM/BILL (VIA APPLE PAY),",,,
,ON 11-01-2024,,,
12/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 4.78,£ -748.03
,"PAY), ON 11-01-2024",,,
12/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.30,£ -743.25
,11-01-2024,,,
11/01/2024,CARD PAYMENT TO REMITLY ON,,£ 217.99,£ -739.95
,11-01-2024,,,
11/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.80,£ -521.96
,ON 10-01-2024,,,
11/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 6.60,£ -518.16
,11-01-2024,,,
11/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,£ -511.56
,ON 10-01-2024,,,
11/01/2024,BILL PAYMENT VIA FASTER,,£ 2.00,£ -507.31
,PAYMENT TO ADNAN BAYHAN,,,
,"REFERENCE ref , MANDATE NO 47",,,
10/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -505.31
,"PAY), ON 09-01-2024",,,
10/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.65,£ -502.46
,ON 09-01-2024,,,
09/01/2024,CARD PAYMENT TO Resume.io ON,,£ 1.95,£ -499.81
,09-01-2024,,,
09/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,£ -497.86
,ON 09-01-2024,,,
09/01/2024,MEGA ORGANIX & COFFEE (VIA,,£ 3.20,£ -493.61
,"APPLE PAY), ON 08-01-2024",,,
09/01/2024,,,£ 4.70,£ -490.41
Date,Description,Money In,Money Out,Balance
,"TINTICO (VIA APPLE PAY), ON",,,
,08-01-2024,,,
09/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.30,£ -485.71
,08-01-2024,,,
08/01/2024,MEGA FOOD CENTRE (VIA APPLE,,£ 3.98,£ -482.41
,"PAY), ON 07-01-2024",,,
08/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 5.50,£ -478.43
,"PAY), ON 07-01-2024",,,
08/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -472.93
,ON 07-01-2024,,,
07/01/2024,"ALDI 776-048 (VIA APPLE PAY), ON",,£ 4.44,£ -469.13
,06-01-2024,,,
07/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,£ -464.69
,06-01-2024,,,
07/01/2024,IT S PITA TIME LTD (VIA APPLE,,£ 9.20,£ -461.89
,"PAY), ON 06-01-2024",,,
07/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -452.69
,"PAY), ON 06-01-2024",,,
07/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.20,£ -449.84
,ON 06-01-2024,,,
07/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -444.64
,ON 06-01-2024,,,
06/01/2024,BILL PAYMENT VIA FASTER,,£ 20.00,£ -440.84
,PAYMENT TO Phusit Maikhamwa,,,
,"REFERENCE gift , MANDATE NO 46",,,
06/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 11.70,£ -420.84
,ON 05-01-2024,,,
06/01/2024,,,£ 10.00,£ -409.14
Date,Description,Money In,Money Out,Balance
,ZETTLE_*HOMEWORK WORKS,,,
,"(VIA APPLE PAY), ON 05-01-2024",,,
06/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 6.60,£ -399.14
,05-01-2024,,,
06/01/2024,"MM E&C LTD (VIA APPLE PAY), ON",,£ 12.80,£ -392.54
,05-01-2024,,,
06/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 8.65,£ -379.74
,"PAY), ON 05-01-2024",,,
06/01/2024,FASTER PAYMENTS RECEIPT,£ 6.00,,£ -371.09
,REF.BEER FROM K Aydin,,,
05/01/2024,BILL PAYMENT VIA FASTER,,£ 10.00,£ -377.09
,PAYMENT TO omer doganci,,,
,"REFERENCE rrr , MANDATE NO 45",,,
05/01/2024,FASTER PAYMENTS RECEIPT,£ 6.00,,£ -367.09
,REF.BEER FROM K Aydin,,,
04/01/2024,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.50,£ -373.09
,ON 03-01-2024,,,
03/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.33,£ -369.59
,"PAY), ON 02-01-2024",,,
03/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -366.26
,ON 02-01-2024,,,
03/01/2024,CARD PAYMENT TO Nanou Donuts,,£ 2.50,£ -362.46
,ON 02-01-2024,,,
02/01/2024,MCDONALDS 420 (VIA APPLE,,£ 7.57,£ -359.96
,"PAY), ON 01-01-2024",,,
02/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 6.50,£ -352.39
,"PAY), ON 01-01-2024",,,
01/01/2024,,,£ 1.20,£ -345.89
Date,Description,Money In,Money Out,Balance
,"BESPOKE CAFE (VIA APPLE PAY),",,,
,ON 31-12-2023,,,
31/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -344.69
,ON 30-12-2023,,,
31/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,£ -340.89
,ON 30-12-2023,,,
30/12/2023,MEGA FOOD CENTRE (VIA APPLE,,£ 2.98,£ -338.94
,"PAY), ON 29-12-2023",,,
30/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 1.34,£ -335.96
,"PAY), ON 29-12-2023",,,
30/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 5.50,£ -334.62
,"PAY), ON 29-12-2023",,,
30/12/2023,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.50,£ -329.12
,ON 29-12-2023,,,
30/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -325.62
,ON 29-12-2023,,,
29/12/2023,UBR* PENDING.UBER.COM (VIA,,£ 7.98,£ -321.82
,"APPLE PAY), ON 28-12-2023",,,
29/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.65,£ -313.84
,ON 28-12-2023,,,
29/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 9.20,£ -311.19
,"PAY), ON 28-12-2023",,,
29/12/2023,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.50,£ -301.99
,ON 28-12-2023,,,
29/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -298.49
,ON 28-12-2023,,,
29/12/2023,CARD PAYMENT TO APPLE.COM/,,£ 10.99,£ -294.69
Date,Description,Money In,Money Out,Balance
28/12/2023,"MCDONALDS (VIA APPLE PAY), ON",,£ 4.58,£ -283.70
,27-12-2023,,,
28/12/2023,CAREBROOK LTD (VIA APPLE,,£ 3.60,£ -279.12
,"PAY), ON 27-12-2023",,,
28/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 10.85,£ -275.52
,ON 27-12-2023,,,
28/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -264.67
,"PAY), ON 27-12-2023",,,
28/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.75,£ -261.82
,ON 27-12-2023,,,
28/12/2023,BILL PAYMENT VIA FASTER,,£ 120.00,£ -256.07
,PAYMENT TO madalina buita,,,
,"REFERENCE gift , MANDATE NO 44",,,
27/12/2023,DICLE FOOD CENTRE (VIA APPLE,,£ 4.26,£ -136.07
,"PAY), ON 26-12-2023",,,
27/12/2023,ARRANGED OVERDRAFT,,£ 14.47,£ -131.81
,INTEREST,,,
27/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 3.90,£ -117.34
,"PAY), ON 26-12-2023",,,
27/12/2023,"BESPOKE CAFE (VIA APPLE PAY),",,£ 6.20,£ -113.44
,ON 26-12-2023,,,
27/12/2023,"BESPOKE CAFE (VIA APPLE PAY),",,£ 2.65,£ -107.24
,ON 26-12-2023,,,
26/12/2023,DICLE FOOD CENTRE (VIA APPLE,,£ 3.18,£ -104.59
,"PAY), ON 25-12-2023",,,
26/12/2023,"BESPOKE CAFE (VIA APPLE PAY),",,£ 3.10,£ -101.41
,ON 25-12-2023,,,
25/12/2023,,,£ 7.25,£ -98.31
